x_m,t_s,T_excess_K,alpha_m2_s,source
0.033,104,15.41935762,1e-05,synthetic_analytical
0.034,104,15.69818326,1e-05,synthetic_analytical
0.035,104,15.96151669,1e-05,synthetic_analytical
0.036,104,16.20909804,1e-05,synthetic_analytical
0.037,104,16.44068296,1e-05,synthetic_analytical
0.038,104,16.65604291,1e-05,synthetic_analytical
0.039,104,16.85496536,1e-05,synthetic_analytical
0.04,104,17.03725399,1e-05,synthetic_analytical
0.041,104,17.20272891,1e-05,synthetic_analytical
0.042,104,17.35122682,1e-05,synthetic_analytical
0.043,104,17.48260115,1e-05,synthetic_analytical
0.044,104,17.59672228,1e-05,synthetic_analytical
0.045,104,17.69347756,1e-05,synthetic_analytical
0.046,104,17.77277151,1e-05,synthetic_analytical
0.047,104,17.83452588,1e-05,synthetic_analytical
0.048,104,17.87867973,1e-05,synthetic_analytical
0.049,104,17.90518949,1e-05,synthetic_analytical
0.05,104,17.91402898,1e-05,synthetic_analytical
0.051,104,17.90518949,1e-05,synthetic_analytical
0.052,104,17.87867973,1e-05,synthetic_analytical
0.053,104,17.83452588,1e-05,synthetic_analytical
0.054,104,17.77277151,1e-05,synthetic_analytical
0.055,104,17.69347756,1e-05,synthetic_analytical
0.056,104,17.59672228,1e-05,synthetic_analytical
0.057,104,17.48260115,1e-05,synthetic_analytical
0.058,104,17.35122682,1e-05,synthetic_analytical
0.059,104,17.20272891,1e-05,synthetic_analytical
0.06,104,17.03725399,1e-05,synthetic_analytical
0.061,104,16.85496536,1e-05,synthetic_analytical
0.062,104,16.65604291,1e-05,synthetic_analytical
0.063,104,16.44068296,1e-05,synthetic_analytical
0.064,104,16.20909804,1e-05,synthetic_analytical
0.065,104,15.96151669,1e-05,synthetic_analytical
0.066,104,15.69818326,1e-05,synthetic_analytical
0.067,104,15.41935762,1e-05,synthetic_analytical
0.068,104,15.12531493,1e-05,synthetic_analytical
0.069,104,14.81634538,1e-05,synthetic_analytical
0.07,104,14.49275388,1e-05,synthetic_analytical
0.071,104,14.15485979,1e-05,synthetic_analytical
0.072,104,13.80299656,1e-05,synthetic_analytical
0.073,104,13.43751144,1e-05,synthetic_analytical
0.074,104,13.05876512,1e-05,synthetic_analytical
0.075,104,12.66713137,1e-05,synthetic_analytical
0.076,104,12.26299669,1e-05,synthetic_analytical
0.077,104,11.84675992,1e-05,synthetic_analytical
0.078,104,11.41883182,1e-05,synthetic_analytical
0.079,104,10.97963472,1e-05,synthetic_analytical
0.08,104,10.52960204,1e-05,synthetic_analytical
0.081,104,10.06917792,1e-05,synthetic_analytical
0.082,104,9.598816733,1e-05,synthetic_analytical
0.083,104,9.118982673,1e-05,synthetic_analytical
0.084,104,8.630149279,1e-05,synthetic_analytical
0.085,104,8.132798968,1e-05,synthetic_analytical
0.086,104,7.627422568,1e-05,synthetic_analytical
0.087,104,7.114518822,1e-05,synthetic_analytical
0.088,104,6.594593905,1e-05,synthetic_analytical
0.089,104,6.068160919,1e-05,synthetic_analytical
0.09,104,5.535739392,1e-05,synthetic_analytical
0.091,104,4.997854758,1e-05,synthetic_analytical
0.092,104,4.455037845,1e-05,synthetic_analytical
0.093,104,3.907824348,1e-05,synthetic_analytical
0.094,104,3.3567543,1e-05,synthetic_analytical
0.095,104,2.80237154,1e-05,synthetic_analytical
0.096,104,2.245223178,1e-05,synthetic_analytical
0.097,104,1.685859052,1e-05,synthetic_analytical
0.098,104,1.124831186,1e-05,synthetic_analytical
0.099,104,0.5626932484,1e-05,synthetic_analytical
0.1,104,2.193835825e-15,1e-05,synthetic_analytical
0,108,0,1e-05,synthetic_analytical
0.001,108,0.540911787,1e-05,synthetic_analytical
0.002,108,1.081289759,1e-05,synthetic_analytical
0.003,108,1.620600629,1e-05,synthetic_analytical
0.004,108,2.158312162,1e-05,synthetic_analytical
0.005,108,2.693893701,1e-05,synthetic_analytical
0.006,108,3.226816693,1e-05,synthetic_analytical
0.007,108,3.756555206,1e-05,synthetic_analytical
0.008,108,4.282586452,1e-05,synthetic_analytical
0.009,108,4.804391303,1e-05,synthetic_analytical
0.01,108,5.321454799,1e-05,synthetic_analytical
0.011,108,5.833266662,1e-05,synthetic_analytical
0.012,108,6.339321796,1e-05,synthetic_analytical
0.013,108,6.839120783,1e-05,synthetic_analytical
0.014,108,7.332170385,1e-05,synthetic_analytical
0.015,108,7.817984019,1e-05,synthetic_analytical
0.016,108,8.296082247,1e-05,synthetic_analytical
0.017,108,8.765993244,1e-05,synthetic_analytical
0.018,108,9.227253263,1e-05,synthetic_analytical
0.019,108,9.679407098,1e-05,synthetic_analytical
0.02,108,10.12200853,1e-05,synthetic_analytical
0.021,108,10.55462075,1e-05,synthetic_analytical
0.022,108,10.97681685,1e-05,synthetic_analytical
0.023,108,11.38818014,1e-05,synthetic_analytical
0.024,108,11.78830468,1e-05,synthetic_analytical
0.025,108,12.17679559,1e-05,synthetic_analytical
0.026,108,12.55326947,1e-05,synthetic_analytical
0.027,108,12.91735479,1e-05,synthetic_analytical
0.028,108,13.26869223,1e-05,synthetic_analytical
0.029,108,13.60693509,1e-05,synthetic_analytical
0.03,108,13.93174953,1e-05,synthetic_analytical
0.031,108,14.24281503,1e-05,synthetic_analytical
0.032,108,14.53982458,1e-05,synthetic_analytical
0.033,108,14.82248509,1e-05,synthetic_analytical
0.034,108,15.09051759,1e-05,synthetic_analytical
0.035,108,15.34365757,1e-05,synthetic_analytical
0.036,108,15.58165521,1e-05,synthetic_analytical
0.037,108,15.80427564,1e-05,synthetic_analytical
0.038,108,16.01129916,1e-05,synthetic_analytical
0.039,108,16.20252146,1e-05,synthetic_analytical
0.04,108,16.37775383,1e-05,synthetic_analytical
0.041,108,16.53682333,1e-05,synthetic_analytical
0.042,108,16.67957299,1e-05,synthetic_analytical
0.043,108,16.80586191,1e-05,synthetic_analytical
0.044,108,16.91556549,1e-05,synthetic_analytical
0.045,108,17.00857544,1e-05,synthetic_analytical
0.046,108,17.08479998,1e-05,synthetic_analytical
0.047,108,17.14416388,1e-05,synthetic_analytical
0.048,108,17.18660857,1e-05,synthetic_analytical
0.049,108,17.21209215,1e-05,synthetic_analytical
0.05,108,17.22058947,1e-05,synthetic_analytical
0.051,108,17.21209215,1e-05,synthetic_analytical
0.052,108,17.18660857,1e-05,synthetic_analytical
0.053,108,17.14416388,1e-05,synthetic_analytical
0.054,108,17.08479998,1e-05,synthetic_analytical
0.055,108,17.00857544,1e-05,synthetic_analytical
0.056,108,16.91556549,1e-05,synthetic_analytical
0.057,108,16.80586191,1e-05,synthetic_analytical
0.058,108,16.67957299,1e-05,synthetic_analytical
0.059,108,16.53682333,1e-05,synthetic_analytical
0.06,108,16.37775383,1e-05,synthetic_analytical
0.061,108,16.20252146,1e-05,synthetic_analytical
0.062,108,16.01129916,1e-05,synthetic_analytical
0.063,108,15.80427564,1e-05,synthetic_analytical
0.064,108,15.58165521,1e-05,synthetic_analytical
0.065,108,15.34365757,1e-05,synthetic_analytical
0.066,108,15.09051759,1e-05,synthetic_analytical
0.067,108,14.82248509,1e-05,synthetic_analytical
0.068,108,14.53982458,1e-05,synthetic_analytical
0.069,108,14.24281503,1e-05,synthetic_analytical
0.07,108,13.93174953,1e-05,synthetic_analytical
0.071,108,13.60693509,1e-05,synthetic_analytical
0.072,108,13.26869223,1e-05,synthetic_analytical
0.073,108,12.91735479,1e-05,synthetic_analytical
0.074,108,12.55326947,1e-05,synthetic_analytical
0.075,108,12.17679559,1e-05,synthetic_analytical
0.076,108,11.78830468,1e-05,synthetic_analytical
0.077,108,11.38818014,1e-05,synthetic_analytical
0.078,108,10.97681685,1e-05,synthetic_analytical
0.079,108,10.55462075,1e-05,synthetic_analytical
0.08,108,10.12200853,1e-05,synthetic_analytical
0.081,108,9.679407098,1e-05,synthetic_analytical
0.082,108,9.227253263,1e-05,synthetic_analytical
0.083,108,8.765993244,1e-05,synthetic_analytical
0.084,108,8.296082247,1e-05,synthetic_analytical
0.085,108,7.817984019,1e-05,synthetic_analytical
0.086,108,7.332170385,1e-05,synthetic_analytical
0.087,108,6.839120783,1e-05,synthetic_analytical
0.088,108,6.339321796,1e-05,synthetic_analytical
0.089,108,5.833266662,1e-05,synthetic_analytical
0.09,108,5.321454799,1e-05,synthetic_analytical
0.091,108,4.804391303,1e-05,synthetic_analytical
0.092,108,4.282586452,1e-05,synthetic_analytical
0.093,108,3.756555206,1e-05,synthetic_analytical
0.094,108,3.226816693,1e-05,synthetic_analytical
0.095,108,2.693893701,1e-05,synthetic_analytical
0.096,108,2.158312162,1e-05,synthetic_analytical
0.097,108,1.620600629,1e-05,synthetic_analytical
0.098,108,1.081289759,1e-05,synthetic_analytical
0.099,108,0.540911787,1e-05,synthetic_analytical
0.1,108,2.108913977e-15,1e-05,synthetic_analytical
0,112,0,1e-05,synthetic_analytical
0.001,112,0.5199734708,1e-05,synthetic_analytical
0.002,112,1.039433791,1e-05,synthetic_analytical
0.003,112,1.557868315,1e-05,synthetic_analytical
0.004,112,2.074765411,1e-05,synthetic_analytical
0.005,112,2.589614964,1e-05,synthetic_analytical
0.006,112,3.10190888,1e-05,synthetic_analytical
0.007,112,3.611141586,1e-05,synthetic_analytical
0.008,112,4.116810532,1e-05,synthetic_analytical
0.009,112,4.618416682,1e-05,synthetic_analytical
0.01,112,5.115465013,1e-05,synthetic_analytical
0.011,112,5.607464997,1e-05,synthetic_analytical
0.012,112,6.093931091,1e-05,synthetic_analytical
0.013,112,6.57438321,1e-05,synthetic_analytical
0.014,112,7.048347207,1e-05,synthetic_analytical
0.015,112,7.515355336,1e-05,synthetic_analytical
0.016,112,7.974946717,1e-05,synthetic_analytical
0.017,112,8.426667788,1e-05,synthetic_analytical
0.018,112,8.870072755,1e-05,synthetic_analytical
0.019,112,9.304724032,1e-05,synthetic_analytical
0.02,112,9.730192669,1e-05,synthetic_analytical
0.021,112,10.14605878,1e-05,synthetic_analytical
0.022,112,10.55191196,1e-05,synthetic_analytical
0.023,112,10.94735167,1e-05,synthetic_analytical
0.024,112,11.33198767,1e-05,synthetic_analytical
0.025,112,11.70544037,1e-05,synthetic_analytical
0.026,112,12.0673412,1e-05,synthetic_analytical
0.027,112,12.41733303,1e-05,synthetic_analytical
0.028,112,12.75507046,1e-05,synthetic_analytical
0.029,112,13.08022016,1e-05,synthetic_analytical
0.03,112,13.39246127,1e-05,synthetic_analytical
0.031,112,13.69148564,1e-05,synthetic_analytical
0.032,112,13.97699816,1e-05,synthetic_analytical
0.033,112,14.24871708,1e-05,synthetic_analytical
0.034,112,14.50637423,1e-05,synthetic_analytical
0.035,112,14.74971534,1e-05,synthetic_analytical
0.036,112,14.97850026,1e-05,synthetic_analytical
0.037,112,15.19250321,1e-05,synthetic_analytical
0.038,112,15.39151299,1e-05,synthetic_analytical
0.039,112,15.57533321,1e-05,synthetic_analytical
0.04,112,15.74378246,1e-05,synthetic_analytical
0.041,112,15.89669449,1e-05,synthetic_analytical
0.042,112,16.0339184,1e-05,synthetic_analytical
0.043,112,16.15531878,1e-05,synthetic_analytical
0.044,112,16.2607758,1e-05,synthetic_analytical
0.045,112,16.3501854,1e-05,synthetic_analytical
0.046,112,16.42345934,1e-05,synthetic_analytical
0.047,112,16.48052531,1e-05,synthetic_analytical
0.048,112,16.521327,1e-05,synthetic_analytical
0.049,112,16.54582412,1e-05,synthetic_analytical
0.05,112,16.55399252,1e-05,synthetic_analytical
0.051,112,16.54582412,1e-05,synthetic_analytical
0.052,112,16.521327,1e-05,synthetic_analytical
0.053,112,16.48052531,1e-05,synthetic_analytical
0.054,112,16.42345934,1e-05,synthetic_analytical
0.055,112,16.3501854,1e-05,synthetic_analytical
0.056,112,16.2607758,1e-05,synthetic_analytical
0.057,112,16.15531878,1e-05,synthetic_analytical
0.058,112,16.0339184,1e-05,synthetic_analytical
0.059,112,15.89669449,1e-05,synthetic_analytical
0.06,112,15.74378246,1e-05,synthetic_analytical
0.061,112,15.57533321,1e-05,synthetic_analytical
0.062,112,15.39151299,1e-05,synthetic_analytical
0.063,112,15.19250321,1e-05,synthetic_analytical
0.064,112,14.97850026,1e-05,synthetic_analytical
0.065,112,14.74971534,1e-05,synthetic_analytical
0.066,112,14.50637423,1e-05,synthetic_analytical
0.067,112,14.24871708,1e-05,synthetic_analytical
0.068,112,13.97699816,1e-05,synthetic_analytical
0.069,112,13.69148564,1e-05,synthetic_analytical
0.07,112,13.39246127,1e-05,synthetic_analytical
0.071,112,13.08022016,1e-05,synthetic_analytical
0.072,112,12.75507046,1e-05,synthetic_analytical
0.073,112,12.41733303,1e-05,synthetic_analytical
0.074,112,12.0673412,1e-05,synthetic_analytical
0.075,112,11.70544037,1e-05,synthetic_analytical
0.076,112,11.33198767,1e-05,synthetic_analytical
0.077,112,10.94735167,1e-05,synthetic_analytical
0.078,112,10.55191196,1e-05,synthetic_analytical
0.079,112,10.14605878,1e-05,synthetic_analytical
0.08,112,9.730192669,1e-05,synthetic_analytical
0.081,112,9.304724032,1e-05,synthetic_analytical
0.082,112,8.870072755,1e-05,synthetic_analytical
0.083,112,8.426667788,1e-05,synthetic_analytical
0.084,112,7.974946717,1e-05,synthetic_analytical
0.085,112,7.515355336,1e-05,synthetic_analytical
0.086,112,7.048347207,1e-05,synthetic_analytical
0.087,112,6.57438321,1e-05,synthetic_analytical
0.088,112,6.093931091,1e-05,synthetic_analytical
0.089,112,5.607464997,1e-05,synthetic_analytical
0.09,112,5.115465013,1e-05,synthetic_analytical
0.091,112,4.618416682,1e-05,synthetic_analytical
0.092,112,4.116810532,1e-05,synthetic_analytical
0.093,112,3.611141586,1e-05,synthetic_analytical
0.094,112,3.10190888,1e-05,synthetic_analytical
0.095,112,2.589614964,1e-05,synthetic_analytical
0.096,112,2.074765411,1e-05,synthetic_analytical
0.097,112,1.557868315,1e-05,synthetic_analytical
0.098,112,1.039433791,1e-05,synthetic_analytical
0.099,112,0.5199734708,1e-05,synthetic_analytical
0.1,112,2.027279395e-15,1e-05,synthetic_analytical
0,116,0,1e-05,synthetic_analytical
0.001,116,0.4998456621,1e-05,synthetic_analytical
0.002,116,0.9991980368,1e-05,synthetic_analytical
0.003,116,1.497564324,1e-05,synthetic_analytical
0.004,116,1.994452696,1e-05,synthetic_analytical
0.005,116,2.489372783,1e-05,synthetic_analytical
0.006,116,2.981836161,1e-05,synthetic_analytical
0.007,116,3.471356826,1e-05,synthetic_analytical
0.008,116,3.957451681,1e-05,synthetic_analytical
0.009,116,4.439641009,1e-05,synthetic_analytical
0.01,116,4.917448947,1e-05,synthetic_analytical
0.011,116,5.390403957,1e-05,synthetic_analytical
0.012,116,5.858039289,1e-05,synthetic_analytical
0.013,116,6.319893443,1e-05,synthetic_analytical
0.014,116,6.775510626,1e-05,synthetic_analytical
0.015,116,7.224441197,1e-05,synthetic_analytical
0.016,116,7.666242118,1e-05,synthetic_analytical
0.017,116,8.100477383,1e-05,synthetic_analytical
0.018,116,8.526718454,1e-05,synthetic_analytical
0.019,116,8.944544684,1e-05,synthetic_analytical
0.02,116,9.353543729,1e-05,synthetic_analytical
0.021,116,9.753311955,1e-05,synthetic_analytical
0.022,116,10.14345484,1e-05,synthetic_analytical
0.023,116,10.52358736,1e-05,synthetic_analytical
0.024,116,10.89333437,1e-05,synthetic_analytical
0.025,116,11.25233097,1e-05,synthetic_analytical
0.026,116,11.60022288,1e-05,synthetic_analytical
0.027,116,11.93666677,1e-05,synthetic_analytical
0.028,116,12.26133062,1e-05,synthetic_analytical
0.029,116,12.57389401,1e-05,synthetic_analytical
0.03,116,12.87404848,1e-05,synthetic_analytical
0.031,116,13.16149782,1e-05,synthetic_analytical
0.032,116,13.43595836,1e-05,synthetic_analytical
0.033,116,13.69715922,1e-05,synthetic_analytical
0.034,116,13.94484264,1e-05,synthetic_analytical
0.035,116,14.17876419,1e-05,synthetic_analytical
0.036,116,14.39869301,1e-05,synthetic_analytical
0.037,116,14.60441205,1e-05,synthetic_analytical
0.038,116,14.79571831,1e-05,synthetic_analytical
0.039,116,14.97242298,1e-05,synthetic_analytical
0.04,116,15.13435167,1e-05,synthetic_analytical
0.041,116,15.28134458,1e-05,synthetic_analytical
0.042,116,15.41325666,1e-05,synthetic_analytical
0.043,116,15.52995771,1e-05,synthetic_analytical
0.044,116,15.63133256,1e-05,synthetic_analytical
0.045,116,15.71728118,1e-05,synthetic_analytical
0.046,116,15.78771874,1e-05,synthetic_analytical
0.047,116,15.84257573,1e-05,synthetic_analytical
0.048,116,15.881798,1e-05,synthetic_analytical
0.049,116,15.90534686,1e-05,synthetic_analytical
0.05,116,15.91319907,1e-05,synthetic_analytical
0.051,116,15.90534686,1e-05,synthetic_analytical
0.052,116,15.881798,1e-05,synthetic_analytical
0.053,116,15.84257573,1e-05,synthetic_analytical
0.054,116,15.78771874,1e-05,synthetic_analytical
0.055,116,15.71728118,1e-05,synthetic_analytical
0.056,116,15.63133256,1e-05,synthetic_analytical
0.057,116,15.52995771,1e-05,synthetic_analytical
0.058,116,15.41325666,1e-05,synthetic_analytical
0.059,116,15.28134458,1e-05,synthetic_analytical
0.06,116,15.13435167,1e-05,synthetic_analytical
0.061,116,14.97242298,1e-05,synthetic_analytical
0.062,116,14.79571831,1e-05,synthetic_analytical
0.063,116,14.60441205,1e-05,synthetic_analytical
0.064,116,14.39869301,1e-05,synthetic_analytical
0.065,116,14.17876419,1e-05,synthetic_analytical
0.066,116,13.94484264,1e-05,synthetic_analytical
0.067,116,13.69715922,1e-05,synthetic_analytical
0.068,116,13.43595836,1e-05,synthetic_analytical
0.069,116,13.16149782,1e-05,synthetic_analytical
0.07,116,12.87404848,1e-05,synthetic_analytical
0.071,116,12.57389401,1e-05,synthetic_analytical
0.072,116,12.26133062,1e-05,synthetic_analytical
0.073,116,11.93666677,1e-05,synthetic_analytical
0.074,116,11.60022288,1e-05,synthetic_analytical
0.075,116,11.25233097,1e-05,synthetic_analytical
0.076,116,10.89333437,1e-05,synthetic_analytical
0.077,116,10.52358736,1e-05,synthetic_analytical
0.078,116,10.14345484,1e-05,synthetic_analytical
0.079,116,9.753311955,1e-05,synthetic_analytical
0.08,116,9.353543729,1e-05,synthetic_analytical
0.081,116,8.944544684,1e-05,synthetic_analytical
0.082,116,8.526718454,1e-05,synthetic_analytical
0.083,116,8.100477383,1e-05,synthetic_analytical
0.084,116,7.666242118,1e-05,synthetic_analytical
0.085,116,7.224441197,1e-05,synthetic_analytical
0.086,116,6.775510626,1e-05,synthetic_analytical
0.087,116,6.319893443,1e-05,synthetic_analytical
0.088,116,5.858039289,1e-05,synthetic_analytical
0.089,116,5.390403957,1e-05,synthetic_analytical
0.09,116,4.917448947,1e-05,synthetic_analytical
0.091,116,4.439641009,1e-05,synthetic_analytical
0.092,116,3.957451681,1e-05,synthetic_analytical
0.093,116,3.471356826,1e-05,synthetic_analytical
0.094,116,2.981836161,1e-05,synthetic_analytical
0.095,116,2.489372783,1e-05,synthetic_analytical
0.096,116,1.994452696,1e-05,synthetic_analytical
0.097,116,1.497564324,1e-05,synthetic_analytical
0.098,116,0.9991980368,1e-05,synthetic_analytical
0.099,116,0.4998456621,1e-05,synthetic_analytical
0.1,116,1.94880483e-15,1e-05,synthetic_analytical
0,120,0,1e-05,synthetic_analytical
0.001,120,0.4804969868,1e-05,synthetic_analytical
0.002,120,0.960519781,1e-05,synthetic_analytical
0.003,120,1.439594658,1e-05,synthetic_analytical
0.004,120,1.917248829,1e-05,synthetic_analytical
0.005,120,2.393010907,1e-05,synthetic_analytical
0.006,120,2.866411372,1e-05,synthetic_analytical
0.007,120,3.336983035,1e-05,synthetic_analytical
0.008,120,3.804261499,1e-05,synthetic_analytical
0.009,120,4.267785616,1e-05,synthetic_analytical
0.01,120,4.727097944,1e-05,synthetic_analytical
0.011,120,5.181745197,1e-05,synthetic_analytical
0.012,120,5.631278693,1e-05,synthetic_analytical
0.013,120,6.075254796,1e-05,synthetic_analytical
0.014,120,6.513235357,1e-05,synthetic_analytical
0.015,120,6.944788141,1e-05,synthetic_analytical
0.016,120,7.369487257,1e-05,synthetic_analytical
0.017,120,7.786913579,1e-05,synthetic_analytical
0.018,120,8.196655158,1e-05,synthetic_analytical
0.019,120,8.598307627,1e-05,synthetic_analytical
0.02,120,8.991474605,1e-05,synthetic_analytical
0.021,120,9.375768083,1e-05,synthetic_analytical
0.022,120,9.75080881,1e-05,synthetic_analytical
0.023,120,10.11622667,1e-05,synthetic_analytical
0.024,120,10.47166103,1e-05,synthetic_analytical
0.025,120,10.81676112,1e-05,synthetic_analytical
0.026,120,11.15118638,1e-05,synthetic_analytical
0.027,120,11.47460677,1e-05,synthetic_analytical
0.028,120,11.7867031,1e-05,synthetic_analytical
0.029,120,12.08716738,1e-05,synthetic_analytical
0.03,120,12.37570309,1e-05,synthetic_analytical
0.031,120,12.65202547,1e-05,synthetic_analytical
0.032,120,12.91586182,1e-05,synthetic_analytical
0.033,120,13.16695179,1e-05,synthetic_analytical
0.034,120,13.40504756,1e-05,synthetic_analytical
0.035,120,13.62991416,1e-05,synthetic_analytical
0.036,120,13.84132969,1e-05,synthetic_analytical
0.037,120,14.0390855,1e-05,synthetic_analytical
0.038,120,14.22298642,1e-05,synthetic_analytical
0.039,120,14.39285097,1e-05,synthetic_analytical
0.04,120,14.54851152,1e-05,synthetic_analytical
0.041,120,14.68981444,1e-05,synthetic_analytical
0.042,120,14.81662029,1e-05,synthetic_analytical
0.043,120,14.92880393,1e-05,synthetic_analytical
0.044,120,15.02625463,1e-05,synthetic_analytical
0.045,120,15.10887624,1e-05,synthetic_analytical
0.046,120,15.17658721,1e-05,synthetic_analytical
0.047,120,15.22932072,1e-05,synthetic_analytical
0.048,120,15.26702473,1e-05,synthetic_analytical
0.049,120,15.28966203,1e-05,synthetic_analytical
0.05,120,15.29721028,1e-05,synthetic_analytical
0.051,120,15.28966203,1e-05,synthetic_analytical
0.052,120,15.26702473,1e-05,synthetic_analytical
0.053,120,15.22932072,1e-05,synthetic_analytical
0.054,120,15.17658721,1e-05,synthetic_analytical
0.055,120,15.10887624,1e-05,synthetic_analytical
0.056,120,15.02625463,1e-05,synthetic_analytical
0.057,120,14.92880393,1e-05,synthetic_analytical
0.058,120,14.81662029,1e-05,synthetic_analytical
0.059,120,14.68981444,1e-05,synthetic_analytical
0.06,120,14.54851152,1e-05,synthetic_analytical
0.061,120,14.39285097,1e-05,synthetic_analytical
0.062,120,14.22298642,1e-05,synthetic_analytical
0.063,120,14.0390855,1e-05,synthetic_analytical
0.064,120,13.84132969,1e-05,synthetic_analytical
0.065,120,13.62991416,1e-05,synthetic_analytical
0.066,120,13.40504756,1e-05,synthetic_analytical
0.067,120,13.16695179,1e-05,synthetic_analytical
0.068,120,12.91586182,1e-05,synthetic_analytical
0.069,120,12.65202547,1e-05,synthetic_analytical
0.07,120,12.37570309,1e-05,synthetic_analytical
0.071,120,12.08716738,1e-05,synthetic_analytical
0.072,120,11.7867031,1e-05,synthetic_analytical
0.073,120,11.47460677,1e-05,synthetic_analytical
0.074,120,11.15118638,1e-05,synthetic_analytical
0.075,120,10.81676112,1e-05,synthetic_analytical
0.076,120,10.47166103,1e-05,synthetic_analytical
0.077,120,10.11622667,1e-05,synthetic_analytical
0.078,120,9.75080881,1e-05,synthetic_analytical
0.079,120,9.375768083,1e-05,synthetic_analytical
0.08,120,8.991474605,1e-05,synthetic_analytical
0.081,120,8.598307627,1e-05,synthetic_analytical
0.082,120,8.196655158,1e-05,synthetic_analytical
0.083,120,7.786913579,1e-05,synthetic_analytical
0.084,120,7.369487257,1e-05,synthetic_analytical
0.085,120,6.944788141,1e-05,synthetic_analytical
0.086,120,6.513235357,1e-05,synthetic_analytical
0.087,120,6.075254796,1e-05,synthetic_analytical
0.088,120,5.631278693,1e-05,synthetic_analytical
0.089,120,5.181745197,1e-05,synthetic_analytical
0.09,120,4.727097944,1e-05,synthetic_analytical
0.091,120,4.267785616,1e-05,synthetic_analytical
0.092,120,3.804261499,1e-05,synthetic_analytical
0.093,120,3.336983035,1e-05,synthetic_analytical
0.094,120,2.866411372,1e-05,synthetic_analytical
0.095,120,2.393010907,1e-05,synthetic_analytical
0.096,120,1.917248829,1e-05,synthetic_analytical
0.097,120,1.439594658,1e-05,synthetic_analytical
0.098,120,0.960519781,1e-05,synthetic_analytical
0.099,120,0.4804969868,1e-05,synthetic_analytical
0.1,120,1.873367961e-15,1e-05,synthetic_analytical
0,124,0,1e-05,synthetic_analytical
0.001,124,0.4618972851,1e-05,synthetic_analytical
0.002,124,0.9233387333,1e-05,synthetic_analytical
0.003,124,1.383868958,1e-05,synthetic_analytical
0.004,124,1.843033471,1e-05,synthetic_analytical
0.005,124,2.300379132,1e-05,synthetic_analytical
0.006,124,2.755454597,1e-05,synthetic_analytical
0.007,124,3.20781076,1e-05,synthetic_analytical
0.008,124,3.657001202,1e-05,synthetic_analytical
0.009,124,4.102582625,1e-05,synthetic_analytical
0.01,124,4.544115295,1e-05,synthetic_analytical
0.011,124,4.981163471,1e-05,synthetic_analytical
0.012,124,5.41329584,1e-05,synthetic_analytical
0.013,124,5.84008594,1e-05,synthetic_analytical
0.014,124,6.26111258,1e-05,synthetic_analytical
0.015,124,6.675960258,1e-05,synthetic_analytical
0.016,124,7.084219569,1e-05,synthetic_analytical
0.017,124,7.485487611,1e-05,synthetic_analytical
0.018,124,7.87936838,1e-05,synthetic_analytical
0.019,124,8.265473164,1e-05,synthetic_analytical
0.02,124,8.643420924,1e-05,synthetic_analytical
0.021,124,9.012838671,1e-05,synthetic_analytical
0.022,124,9.373361834,1e-05,synthetic_analytical
0.023,124,9.724634621,1e-05,synthetic_analytical
0.024,124,10.06631037,1e-05,synthetic_analytical
0.025,124,10.39805188,1e-05,synthetic_analytical
0.026,124,10.71953177,1e-05,synthetic_analytical
0.027,124,11.03043278,1e-05,synthetic_analytical
0.028,124,11.33044808,1e-05,synthetic_analytical
0.029,124,11.6192816,1e-05,synthetic_analytical
0.03,124,11.89664829,1e-05,synthetic_analytical
0.031,124,12.16227443,1e-05,synthetic_analytical
0.032,124,12.41589786,1e-05,synthetic_analytical
0.033,124,12.65726831,1e-05,synthetic_analytical
0.034,124,12.88614756,1e-05,synthetic_analytical
0.035,124,13.10230974,1e-05,synthetic_analytical
0.036,124,13.30554152,1e-05,synthetic_analytical
0.037,124,13.49564233,1e-05,synthetic_analytical
0.038,124,13.67242458,1e-05,synthetic_analytical
0.039,124,13.8357138,1e-05,synthetic_analytical
0.04,124,13.98534883,1e-05,synthetic_analytical
0.041,124,14.12118202,1e-05,synthetic_analytical
0.042,124,14.2430793,1e-05,synthetic_analytical
0.043,124,14.35092039,1e-05,synthetic_analytical
0.044,124,14.44459884,1e-05,synthetic_analytical
0.045,124,14.52402223,1e-05,synthetic_analytical
0.046,124,14.58911215,1e-05,synthetic_analytical
0.047,124,14.63980439,1e-05,synthetic_analytical
0.048,124,14.6760489,1e-05,synthetic_analytical
0.049,124,14.69780993,1e-05,synthetic_analytical
0.05,124,14.70506599,1e-05,synthetic_analytical
0.051,124,14.69780993,1e-05,synthetic_analytical
0.052,124,14.6760489,1e-05,synthetic_analytical
0.053,124,14.63980439,1e-05,synthetic_analytical
0.054,124,14.58911215,1e-05,synthetic_analytical
0.055,124,14.52402223,1e-05,synthetic_analytical
0.056,124,14.44459884,1e-05,synthetic_analytical
0.057,124,14.35092039,1e-05,synthetic_analytical
0.058,124,14.2430793,1e-05,synthetic_analytical
0.059,124,14.12118202,1e-05,synthetic_analytical
0.06,124,13.98534883,1e-05,synthetic_analytical
0.061,124,13.8357138,1e-05,synthetic_analytical
0.062,124,13.67242458,1e-05,synthetic_analytical
0.063,124,13.49564233,1e-05,synthetic_analytical
0.064,124,13.30554152,1e-05,synthetic_analytical
